order_id,customer_id,order_date,product_id,quantity,price,city,payment_method
1240,258,2024-09-17,6,4,3188,Санкт-Петербург,Card
1241,62,2023-05-16,19,5,2379,Екатеринбург,Card
1242,316,2023-07-24,17,3,644,Москва,Card
1243,325,2023-08-25,13,4,11041,Санкт-Петербург,Cash
1244,330,2023-02-22,11,4,17707,Казань,Card
1245,215,2023-09-10,16,3,6329,Казань,Card
1246,382,2023-11-26,15,2,2708,Санкт-Петербург,Cash
1247,95,2023-09-16,5,4,46721,Екатеринбург,Cash
1248,7,2024-11-30,5,3,49892,Новосибирск,Card
1249,310,2024-01-16,1,3,57260,Санкт-Петербург,Online
1250,455,2023-04-19,11,3,13584,Санкт-Петербург,Online
1251,419,2023-07-15,13,5,20220,Санкт-Петербург,Online
1252,176,2023-11-05,19,4,5570,Екатеринбург,Card
1253,99,2024-03-04,12,5,2435,Новосибирск,Online
1254,230,2024-10-06,13,3,12381,Москва,Cash
1255,405,2023-01-23,10,1,8364,Санкт-Петербург,Online
1256,490,2024-08-02,16,3,872,Москва,Online
1257,273,2024-06-09,11,2,17221,Москва,Card
1258,400,2024-02-04,11,4,13587,Екатеринбург,Online
1259,293,2023-08-12,5,3,37122,Новосибирск,Online
1260,363,2024-06-21,12,1,15923,Казань,Cash
1261,88,2023-08-18,19,2,1475,Москва,Online
1262,483,2023-10-12,19,2,1713,Санкт-Петербург,Cash
1263,60,2023-01-02,17,1,4879,Казань,Online
1264,453,2024-07-16,2,5,58380,Казань,Online
1265,30,2024-10-02,16,2,3159,Москва,Cash
1266,498,2023-01-17,15,2,6791,Новосибирск,Online
1267,446,2024-10-03,10,5,7758,Новосибирск,Online
1268,138,2023-07-28,19,2,3156,Новосибирск,Online
1269,372,2024-03-20,8,4,8808,Казань,Card
1270,95,2023-06-30,14,4,6947,Санкт-Петербург,Online
1271,11,2023-11-14,7,4,4455,Санкт-Петербург,Card
1272,74,2023-03-15,13,4,7155,Екатеринбург,Card
1273,270,2023-05-21,18,4,6433,Москва,Online
1274,424,2023-01-14,17,1,1401,Москва,Card
1275,481,2024-10-04,17,2,1668,Новосибирск,Card
1276,419,2023-12-13,16,1,6530,Москва,Card
1277,158,2023-12-06,11,2,15559,Екатеринбург,Card
1278,322,2024-07-10,7,2,10405,Москва,Card
1279,262,2024-03-01,8,1,10423,Санкт-Петербург,Card
1280,76,2023-12-28,19,2,3657,Казань,Card
1281,57,2023-08-18,16,4,1889,Москва,Cash
1282,185,2023-03-28,18,3,1469,Москва,Online
1283,308,2023-07-05,12,2,18382,Екатеринбург,Card
1284,139,2024-05-26,20,3,1351,Казань,Cash
1285,336,2023-05-31,10,1,1535,Казань,Card
1286,296,2024-03-13,19,4,1427,Казань,Card
1287,198,2023-12-28,6,1,3589,Казань,Cash
1288,326,2023-12-08,14,4,20717,Санкт-Петербург,Online
1289,276,2024-06-30,14,2,19000,Екатеринбург,Online
1290,298,2024-03-07,7,5,5270,Новосибирск,Online
1291,2,2023-07-28,4,2,102155,Москва,Cash
1292,467,2023-12-24,14,5,4609,Казань,Card
1293,125,2023-08-04,20,3,3949,Санкт-Петербург,Card
1294,14,2024-03-10,3,2,25366,Казань,Card
1295,429,2024-08-31,2,1,96867,Санкт-Петербург,Card
1296,40,2023-01-13,16,2,2507,Новосибирск,Cash
1297,72,2024-06-24,5,2,110324,Казань,Cash
1298,331,2023-01-14,4,4,104707,Казань,Card
1299,89,2024-05-30,4,2,17864,Санкт-Петербург,Card
1300,284,2023-09-22,11,4,23279,Новосибирск,Online
1301,140,2023-04-05,12,3,14882,Новосибирск,Cash
1302,29,2023-08-13,6,2,4971,Екатеринбург,Card
1303,245,2023-11-17,3,5,89309,Екатеринбург,Cash
1304,100,2023-10-04,1,2,17165,Москва,Card
1305,123,2023-10-16,12,1,11992,Санкт-Петербург,Online
1306,388,2023-11-13,10,1,4971,Санкт-Петербург,Online
1307,44,2024-08-06,12,2,8875,Новосибирск,Card
1308,162,2023-04-06,1,5,113576,Казань,Card
1309,100,2023-11-19,17,3,4597,Екатеринбург,Online
1310,460,2024-05-30,3,3,26976,Москва,Online
1311,301,2023-02-08,16,2,4407,Казань,Card
1312,48,2023-08-26,20,2,5627,Санкт-Петербург,Online
1313,374,2024-09-15,18,2,4729,Новосибирск,Cash
1314,185,2024-09-30,3,4,112937,Екатеринбург,Card
1315,39,2023-06-06,4,4,41340,Новосибирск,Online
1316,446,2023-11-13,7,4,1744,Новосибирск,Card
1317,479,2023-10-30,20,4,1890,Санкт-Петербург,Card
1318,37,2023-07-03,5,3,85564,Екатеринбург,Cash
1319,482,2023-05-07,19,4,1650,Новосибирск,Cash
1320,439,2024-09-26,6,1,6196,Санкт-Петербург,Cash
1321,43,2024-11-29,3,3,77171,Екатеринбург,Online
1322,30,2023-09-08,15,4,21336,Новосибирск,Card
1323,292,2024-02-13,15,2,13314,Москва,Card
1324,240,2024-10-19,3,4,70591,Новосибирск,Cash
1325,470,2024-02-11,19,1,1387,Екатеринбург,Card
1326,310,2024-05-12,7,4,2556,Санкт-Петербург,Online
1327,280,2023-06-09,17,4,813,Екатеринбург,Card
1328,397,2024-01-25,2,2,51967,Москва,Cash
1329,445,2023-01-24,6,4,4996,Екатеринбург,Cash
1330,36,2023-10-08,11,3,3739,Екатеринбург,Card
1331,110,2024-11-16,8,3,8896,Казань,Card
1332,153,2023-06-18,9,1,8521,Санкт-Петербург,Cash
1333,402,2023-06-14,5,4,73127,Екатеринбург,Cash
1334,458,2024-09-03,14,5,19379,Санкт-Петербург,Card
1335,422,2023-11-21,17,5,5940,Москва,Card
1336,406,2024-11-21,6,4,9682,Екатеринбург,Cash
1337,325,2024-04-05,11,5,15763,Новосибирск,Card
1338,280,2023-06-20,3,1,38655,Новосибирск,Cash
1339,296,2023-01-15,15,2,7263,Казань,Cash
1340,359,2024-05-26,11,1,17452,Екатеринбург,Cash
1341,268,2023-12-10,11,4,18775,Москва,Card
1342,305,2023-06-16,1,4,66149,Новосибирск,Cash
1343,360,2024-09-27,12,4,21778,Москва,Card
1344,54,2024-05-23,5,1,21749,Новосибирск,Online
1345,413,2023-02-03,5,1,93037,Казань,Cash
1346,59,2023-07-20,1,2,39213,Екатеринбург,Card
1347,361,2024-02-10,17,3,5782,Москва,Cash
1348,136,2023-11-11,20,2,5895,Екатеринбург,Online
1349,14,2023-06-07,16,2,627,Казань,Online
1350,221,2023-09-05,4,5,51611,Новосибирск,Cash
1351,220,2023-05-12,18,2,5233,Екатеринбург,Online
1352,224,2023-08-25,16,2,1797,Москва,Online
1353,402,2024-02-06,6,2,3439,Казань,Online
1354,14,2024-03-23,18,2,1264,Москва,Online
1355,279,2023-03-22,11,5,21253,Новосибирск,Cash
1356,324,2024-01-02,20,1,5697,Санкт-Петербург,Card
1357,372,2024-01-23,3,2,48918,Казань,Online
1358,12,2024-10-15,19,1,5639,Новосибирск,Card
1359,73,2023-10-17,16,1,1377,Казань,Card
1360,201,2023-04-14,16,1,2203,Екатеринбург,Card
1361,108,2024-03-05,9,4,9471,Екатеринбург,Cash
1362,6,2023-07-02,4,4,115978,Новосибирск,Online
1363,248,2024-09-20,8,5,3420,Новосибирск,Online
1364,99,2024-09-12,2,1,30760,Москва,Online
1365,444,2024-01-09,6,1,9884,Москва,Card
1366,373,2023-05-10,14,1,8201,Казань,Cash
1367,283,2024-10-29,10,4,3006,Казань,Cash
1368,129,2023-06-27,16,4,2081,Санкт-Петербург,Online
1369,393,2024-08-24,18,3,6997,Казань,Card
1370,217,2024-09-02,15,2,15203,Казань,Cash
1371,103,2024-08-03,17,5,4016,Казань,Cash
1372,130,2024-08-23,17,1,4689,Екатеринбург,Cash
1373,16,2023-04-28,1,5,118355,Санкт-Петербург,Cash
1374,38,2023-08-09,5,4,113664,Казань,Cash
1375,164,2023-01-12,12,2,5007,Казань,Card
1376,34,2024-01-30,11,4,8623,Казань,Online
1377,143,2024-09-14,1,2,79109,Москва,Online
1378,102,2023-07-21,10,4,8630,Москва,Cash
1379,64,2024-04-08,13,4,14803,Санкт-Петербург,Online
1380,11,2023-10-19,9,3,7772,Москва,Online
1381,431,2024-02-17,2,5,10609,Москва,Online
1382,36,2024-04-26,5,5,15127,Москва,Cash
1383,41,2024-07-23,19,3,3779,Казань,Cash
1384,233,2024-05-20,7,5,7944,Москва,Cash
1385,423,2023-01-11,11,5,8340,Санкт-Петербург,Card
1386,46,2023-07-15,4,3,100124,Казань,Online
1387,23,2023-04-24,10,1,2360,Москва,Cash
1388,406,2024-01-24,7,1,6895,Казань,Online
1389,65,2023-11-23,10,2,11059,Санкт-Петербург,Online
1390,268,2024-06-24,16,4,1502,Санкт-Петербург,Online
1391,396,2024-05-09,9,4,9529,Санкт-Петербург,Card
1392,181,2024-07-25,7,3,6353,Санкт-Петербург,Online
1393,31,2023-08-06,16,2,4551,Москва,Online
1394,54,2023-12-15,1,2,71361,Санкт-Петербург,Online
1395,233,2024-11-02,19,5,6304,Санкт-Петербург,Online
1396,500,2024-04-08,16,1,3658,Новосибирск,Online
1397,143,2024-03-09,15,2,7158,Санкт-Петербург,Online
1398,449,2023-04-20,20,3,4276,Москва,Card
1399,244,2024-11-08,20,1,734,Новосибирск,Cash
1400,182,2024-03-17,4,3,44809,Санкт-Петербург,Card
1401,28,2024-03-27,15,4,17643,Казань,Cash
1402,100,2023-10-29,13,1,24986,Санкт-Петербург,Cash
1403,253,2024-06-15,8,2,6020,Екатеринбург,Card
1404,59,2023-02-24,19,1,2298,Москва,Online
1405,142,2023-08-20,20,3,1327,Новосибирск,Online
1406,376,2023-10-02,14,4,4319,Екатеринбург,Card
1407,148,2024-09-02,19,2,5717,Казань,Online
1408,319,2024-05-03,7,1,4532,Казань,Online
1409,86,2023-07-11,3,2,32312,Казань,Cash
1410,11,2023-07-01,12,2,15022,Казань,Card
1411,497,2024-04-30,17,2,3384,Новосибирск,Card
1412,420,2023-01-18,3,4,42441,Новосибирск,Online
1413,86,2023-05-31,4,3,119492,Москва,Card
1414,377,2023-12-26,16,3,4519,Новосибирск,Cash
1415,424,2023-12-28,8,4,7468,Казань,Online
1416,139,2024-06-15,3,3,77873,Москва,Card
1417,16,2023-09-08,10,4,3820,Новосибирск,Online
1418,472,2024-01-22,10,4,4880,Москва,Cash
1419,467,2024-11-26,18,5,2673,Казань,Cash
1420,98,2023-02-12,4,4,87220,Новосибирск,Online
1421,408,2024-04-10,7,3,11533,Новосибирск,Cash
1422,76,2024-04-22,9,3,1636,Санкт-Петербург,Online
1423,156,2024-05-13,2,3,91762,Казань,Card
1424,145,2024-08-30,5,3,12043,Москва,Card
1425,339,2023-01-01,19,4,3385,Москва,Cash
1426,491,2024-07-28,6,2,6141,Санкт-Петербург,Card
1427,471,2023-03-24,17,3,5294,Казань,Card
1428,327,2024-01-31,7,1,7310,Екатеринбург,Cash
1429,89,2024-07-31,17,1,3045,Екатеринбург,Online
1430,394,2023-07-24,2,3,115431,Казань,Card
1431,44,2023-11-01,20,4,2998,Новосибирск,Online
1432,449,2024-03-23,20,4,6909,Москва,Card
1433,365,2024-01-02,20,5,6112,Екатеринбург,Cash
1434,15,2024-07-26,2,4,71151,Москва,Cash
1435,403,2023-09-06,12,1,21159,Новосибирск,Online
1436,450,2023-10-28,1,3,26682,Москва,Cash
1437,448,2024-06-14,15,2,16165,Екатеринбург,Card
1438,171,2024-08-31,5,1,17168,Москва,Cash
1439,380,2024-08-21,6,5,6928,Новосибирск,Online
1440,288,2024-05-22,20,1,1680,Санкт-Петербург,Card
1441,480,2023-01-07,8,2,11793,Екатеринбург,Online
1442,310,2023-05-04,20,2,1753,Новосибирск,Card
1443,427,2024-06-01,7,2,3197,Екатеринбург,Cash
1444,95,2023-08-29,7,1,6413,Новосибирск,Cash
1445,64,2024-03-18,11,5,22566,Санкт-Петербург,Online
1446,88,2024-06-07,20,1,2471,Новосибирск,Card
1447,52,2024-08-25,6,4,6251,Екатеринбург,Cash
1448,238,2024-03-02,12,3,23860,Екатеринбург,Card
1449,200,2023-01-12,10,1,8988,Новосибирск,Cash
1450,465,2023-12-30,16,1,849,Санкт-Петербург,Cash
1451,257,2024-05-30,18,4,3430,Санкт-Петербург,Cash
1452,336,2023-06-05,17,5,1929,Казань,Online
1453,72,2023-10-13,19,5,6944,Казань,Cash
1454,311,2024-11-05,5,1,94559,Санкт-Петербург,Online
1455,358,2023-11-28,2,5,111632,Новосибирск,Online
1456,24,2023-01-31,3,3,86610,Санкт-Петербург,Card
1457,244,2023-11-28,5,1,97197,Санкт-Петербург,Online
1458,387,2024-03-06,9,2,4350,Москва,Card
1459,38,2024-03-28,15,5,2226,Казань,Online
1460,231,2024-01-22,16,1,6223,Санкт-Петербург,Online
1461,252,2024-03-24,12,5,7413,Казань,Card
1462,415,2023-07-16,10,2,4155,Москва,Online
1463,415,2023-05-24,10,1,3076,Москва,Cash
1464,95,2024-11-29,17,4,3291,Новосибирск,Cash
1465,257,2023-12-27,4,2,119104,Казань,Online
1466,321,2024-01-21,17,5,4002,Москва,Online
1467,61,2024-05-25,7,1,9974,Санкт-Петербург,Card
1468,421,2023-10-24,5,5,80849,Казань,Cash
1469,274,2024-08-12,16,3,1112,Санкт-Петербург,Online
1470,30,2024-07-13,7,5,6615,Москва,Online
1471,216,2023-09-25,1,4,44478,Санкт-Петербург,Cash
1472,169,2024-11-10,19,1,6511,Москва,Card
1473,428,2023-02-06,4,4,19556,Казань,Card
1474,246,2023-05-13,16,4,5017,Казань,Online
1475,116,2024-10-27,4,1,23639,Казань,Cash
1476,14,2023-07-20,14,4,1702,Новосибирск,Online
1477,27,2024-02-01,14,4,19104,Екатеринбург,Online
1478,60,2024-03-24,16,2,1628,Москва,Online
1479,471,2023-03-01,12,3,12243,Санкт-Петербург,Card
1480,383,2024-07-03,12,1,8442,Новосибирск,Card
1481,30,2023-05-10,2,1,104349,Екатеринбург,Card
1482,336,2023-09-08,20,3,5434,Казань,Card
1483,337,2023-03-20,6,5,9343,Москва,Cash
1484,417,2024-01-01,1,5,36982,Санкт-Петербург,Cash
1485,126,2024-06-23,4,3,58094,Казань,Cash
1486,462,2024-02-25,4,5,75987,Новосибирск,Cash
1487,119,2023-11-09,2,3,20282,Новосибирск,Card
1488,358,2024-03-26,15,1,2175,Екатеринбург,Card
1489,302,2024-01-29,9,1,2053,Казань,Card
1490,10,2024-01-27,7,1,11490,Екатеринбург,Cash
1491,338,2024-03-17,8,1,4870,Новосибирск,Card
1492,466,2024-09-15,16,3,712,Казань,Cash
1493,425,2024-09-28,12,5,12172,Екатеринбург,Cash
1494,488,2024-11-25,18,1,3679,Казань,Online
1495,394,2024-06-15,1,4,65552,Казань,Card
1496,144,2024-11-29,16,4,624,Казань,Card
1497,293,2024-02-09,18,2,3265,Москва,Online
1498,401,2024-10-30,8,3,5903,Новосибирск,Card
1499,429,2023-09-28,2,1,50225,Санкт-Петербург,Cash
1500,19,2024-01-03,18,4,4321,Екатеринбург,Online
1501,481,2023-03-23,20,5,5247,Казань,Online
1502,133,2023-10-10,17,5,1972,Казань,Cash
1503,447,2024-09-24,7,2,11827,Москва,Card
1504,260,2024-03-26,15,1,7037,Новосибирск,Cash
1505,133,2023-09-21,11,1,2992,Москва,Online
1506,180,2023-04-22,5,3,80836,Москва,Online
1507,105,2023-11-30,12,4,3537,Новосибирск,Cash
1508,13,2023-12-01,13,4,10276,Новосибирск,Cash
1509,319,2023-02-01,4,3,63495,Санкт-Петербург,Cash
1510,55,2024-09-15,6,1,3958,Санкт-Петербург,Cash
1511,177,2023-08-09,13,5,20054,Екатеринбург,Online
1512,333,2023-03-22,13,1,13487,Москва,Card
1513,376,2024-03-04,19,5,4991,Новосибирск,Online
1514,338,2024-06-21,14,1,20893,Новосибирск,Cash
1515,467,2023-09-07,13,3,19849,Казань,Card
1516,498,2023-04-29,20,3,6629,Санкт-Петербург,Cash
1517,259,2023-03-20,3,4,57432,Казань,Online
1518,215,2023-08-24,3,4,89327,Новосибирск,Card
1519,341,2023-05-22,18,5,5290,Новосибирск,Cash
1520,210,2024-03-07,18,3,1167,Новосибирск,Card
1521,449,2024-04-09,12,5,7491,Москва,Card
1522,477,2024-04-26,15,1,19172,Москва,Card
1523,86,2023-03-16,10,1,8568,Санкт-Петербург,Online
1524,206,2024-07-24,5,5,60870,Санкт-Петербург,Online
1525,312,2024-09-23,6,3,7018,Москва,Online
1526,323,2024-04-05,9,1,7315,Екатеринбург,Cash
1527,393,2024-08-26,17,4,6428,Новосибирск,Card
1528,346,2024-10-26,3,2,11020,Екатеринбург,Cash
1529,302,2023-10-14,17,3,6418,Москва,Card
1530,266,2024-06-21,19,3,5121,Новосибирск,Online
1531,388,2023-07-02,10,4,6788,Санкт-Петербург,Card
1532,451,2024-09-22,7,2,10005,Казань,Card
1533,141,2024-05-13,2,3,47328,Екатеринбург,Card
1534,55,2023-08-26,15,2,20862,Казань,Card
1535,87,2023-01-29,12,1,17669,Новосибирск,Card
1536,427,2023-01-27,17,5,4500,Казань,Card
1537,267,2023-05-10,9,3,8487,Екатеринбург,Cash
1538,253,2023-09-27,14,1,15562,Москва,Card
1539,382,2023-08-16,9,3,3408,Москва,Cash
1540,323,2024-06-09,20,2,4214,Москва,Online
1541,407,2024-06-17,9,3,8600,Казань,Card
1542,322,2023-01-09,9,5,11757,Санкт-Петербург,Card
1543,136,2024-04-26,12,5,23064,Санкт-Петербург,Cash
1544,102,2024-10-12,16,2,1579,Москва,Online
1545,286,2024-09-17,13,2,3204,Санкт-Петербург,Online
1546,315,2024-01-25,12,2,23543,Новосибирск,Card
1547,450,2023-11-04,12,3,22526,Санкт-Петербург,Cash
1548,183,2024-07-10,3,4,74254,Екатеринбург,Cash
1549,497,2024-04-02,12,1,10413,Казань,Card
1550,339,2023-04-27,13,4,16228,Казань,Online
1551,308,2024-02-26,1,4,102382,Санкт-Петербург,Card
1552,210,2023-03-04,10,3,9814,Новосибирск,Cash
1553,415,2024-03-28,20,3,3706,Екатеринбург,Cash
1554,113,2023-12-14,20,3,6465,Москва,Cash
1555,275,2023-07-31,11,4,19759,Москва,Online
1556,11,2023-01-22,11,5,20823,Екатеринбург,Card
1557,26,2024-06-15,13,3,3079,Санкт-Петербург,Cash
1558,441,2023-08-23,18,5,3740,Казань,Card
1559,376,2023-09-12,7,3,8273,Москва,Card
1560,204,2024-05-11,10,1,10127,Москва,Card
1561,396,2023-09-11,16,3,5673,Москва,Cash
1562,68,2023-10-04,7,1,7690,Москва,Card
1563,381,2024-07-08,13,1,1660,Новосибирск,Card
1564,426,2024-09-12,18,1,2091,Казань,Cash
1565,235,2023-07-27,18,4,2745,Москва,Cash
1566,48,2023-08-16,10,5,7669,Екатеринбург,Online
1567,260,2023-09-08,14,3,24031,Екатеринбург,Card
1568,280,2023-04-21,8,4,7949,Екатеринбург,Card
1569,190,2024-05-03,6,5,8010,Новосибирск,Card
1570,49,2024-07-28,14,3,21641,Санкт-Петербург,Card
1571,207,2024-09-23,20,4,1657,Екатеринбург,Online
1572,253,2023-09-16,11,5,2931,Екатеринбург,Cash
1573,353,2024-08-01,17,3,3133,Новосибирск,Cash
1574,280,2024-05-26,2,1,45146,Казань,Online
1575,264,2024-07-22,20,2,4456,Москва,Card
1576,388,2023-01-14,3,4,101652,Санкт-Петербург,Online
1577,20,2024-03-10,9,1,4733,Екатеринбург,Card
1578,205,2023-01-10,10,5,3791,Казань,Card
1579,315,2024-01-16,3,4,48564,Новосибирск,Online
1580,105,2024-09-20,15,2,18145,Казань,Online
1581,480,2023-12-05,4,5,42930,Санкт-Петербург,Card
1582,214,2023-07-03,17,5,3102,Санкт-Петербург,Cash
1583,103,2023-04-07,4,1,10734,Новосибирск,Cash
1584,305,2023-06-10,20,3,4339,Москва,Cash
1585,476,2023-07-17,16,5,615,Казань,Cash
1586,393,2024-02-17,11,4,13034,Казань,Online
1587,79,2023-04-16,14,5,3538,Санкт-Петербург,Cash
1588,409,2024-06-18,7,2,10735,Новосибирск,Online
1589,142,2024-09-22,9,4,10931,Екатеринбург,Card
1590,476,2024-09-21,10,2,5298,Санкт-Петербург,Card
1591,459,2023-02-23,11,2,11595,Санкт-Петербург,Online
1592,257,2023-05-01,8,4,9228,Санкт-Петербург,Online
1593,182,2023-11-16,5,4,59454,Новосибирск,Cash
1594,485,2024-10-10,10,5,11418,Казань,Online
1595,356,2023-09-14,12,2,15471,Москва,Online
1596,444,2024-01-10,9,4,7204,Екатеринбург,Online
1597,287,2023-07-15,13,3,8005,Екатеринбург,Cash
1598,185,2024-06-22,17,2,4121,Санкт-Петербург,Card
1599,469,2023-09-17,17,5,3521,Новосибирск,Card
1600,329,2024-05-05,14,5,22208,Екатеринбург,Card
1601,422,2023-02-01,7,3,11744,Екатеринбург,Online
1602,448,2024-10-25,15,4,16513,Новосибирск,Card
1603,79,2023-07-01,11,1,21084,Санкт-Петербург,Card
1604,327,2023-03-05,8,4,3456,Казань,Card
1605,378,2023-01-18,4,5,46369,Казань,Online
1606,484,2024-01-11,12,3,20229,Новосибирск,Card
1607,423,2024-05-28,8,4,2507,Санкт-Петербург,Online
1608,142,2024-09-15,19,3,864,Санкт-Петербург,Online
1609,432,2023-01-04,2,5,63641,Казань,Cash
1610,291,2023-03-30,11,5,12188,Новосибирск,Cash
1611,45,2023-07-10,5,1,25238,Казань,Online
1612,327,2024-01-19,9,1,4274,Екатеринбург,Card
1613,28,2024-01-24,3,2,50341,Казань,Card
1614,116,2023-07-12,17,3,3891,Казань,Card
1615,136,2023-04-05,20,2,4101,Екатеринбург,Cash
1616,231,2024-10-08,10,5,7215,Санкт-Петербург,Card
1617,108,2024-03-20,20,5,5158,Казань,Online
1618,283,2023-10-03,14,3,23926,Москва,Online
1619,17,2023-04-29,9,2,5075,Новосибирск,Online
1620,166,2024-01-17,4,2,72286,Новосибирск,Cash
1621,323,2024-01-03,1,5,14436,Москва,Card
1622,463,2023-04-13,16,4,5807,Санкт-Петербург,Cash
1623,386,2023-01-23,19,3,2025,Екатеринбург,Online
1624,375,2024-02-13,13,4,23757,Екатеринбург,Card
1625,248,2024-11-25,3,3,104813,Екатеринбург,Cash
1626,219,2023-10-03,6,1,9806,Новосибирск,Cash
1627,473,2023-11-04,10,5,4187,Новосибирск,Online
1628,340,2023-12-08,2,5,36012,Москва,Card
1629,203,2023-06-19,11,3,12341,Екатеринбург,Card
1630,42,2023-07-09,12,2,10872,Санкт-Петербург,Card
1631,285,2024-01-19,16,4,6109,Москва,Cash
1632,352,2024-02-08,14,2,16427,Санкт-Петербург,Cash
1633,391,2023-04-09,3,4,118966,Екатеринбург,Card
1634,168,2023-10-17,20,3,6834,Екатеринбург,Online
1635,343,2024-08-23,17,4,4500,Москва,Card
1636,175,2024-05-28,17,5,3467,Москва,Online
1637,118,2023-05-22,5,5,108524,Екатеринбург,Card
1638,174,2024-01-29,7,1,6446,Санкт-Петербург,Cash
1639,421,2024-05-07,16,2,6031,Москва,Cash
1640,265,2023-04-19,18,4,6089,Екатеринбург,Card
1641,412,2023-01-13,4,3,99923,Санкт-Петербург,Cash
1642,233,2023-01-12,16,2,6122,Екатеринбург,Online
1643,133,2024-10-11,13,4,10927,Москва,Online
1644,172,2024-07-01,6,4,7608,Казань,Card
1645,41,2023-06-03,2,2,65583,Москва,Cash
1646,373,2024-04-10,18,5,5534,Екатеринбург,Card
1647,236,2024-01-11,6,4,2152,Москва,Online
1648,152,2023-01-25,6,3,8474,Новосибирск,Cash
1649,229,2023-11-29,16,2,643,Казань,Online
1650,19,2024-06-28,13,1,12706,Екатеринбург,Card
1651,373,2023-05-29,11,2,4098,Екатеринбург,Cash
1652,125,2024-06-20,11,3,23576,Новосибирск,Cash
1653,76,2024-09-15,5,1,20031,Москва,Cash
1654,384,2023-11-06,2,5,105079,Екатеринбург,Cash
1655,381,2023-03-23,14,1,24645,Екатеринбург,Card
1656,264,2024-07-06,6,2,5775,Санкт-Петербург,Online
1657,390,2024-03-23,3,1,59051,Казань,Online
1658,310,2024-02-13,6,2,9717,Санкт-Петербург,Online
1659,10,2024-02-29,7,3,1582,Санкт-Петербург,Cash
1660,50,2023-08-15,20,3,3106,Санкт-Петербург,Card
1661,373,2024-09-15,18,3,2857,Екатеринбург,Online
1662,200,2024-05-02,9,4,11252,Новосибирск,Card
1663,78,2024-04-18,16,3,4140,Екатеринбург,Card
1664,131,2024-02-17,5,5,101452,Москва,Online
1665,177,2023-03-27,12,5,16942,Санкт-Петербург,Online
1666,162,2024-04-07,14,5,10562,Екатеринбург,Card
1667,181,2024-08-01,15,2,6463,Екатеринбург,Cash
1668,252,2023-08-29,7,1,6151,Екатеринбург,Online
1669,203,2023-08-12,7,2,11447,Санкт-Петербург,Card
1670,399,2024-02-15,6,5,4426,Новосибирск,Cash
1671,143,2023-11-24,17,3,5409,Казань,Online
1672,258,2024-07-02,9,1,11873,Новосибирск,Cash
1673,423,2024-04-05,19,2,2845,Санкт-Петербург,Card
1674,391,2024-04-20,18,4,3236,Санкт-Петербург,Online
1675,499,2024-03-04,1,1,60246,Екатеринбург,Card
1676,318,2024-05-30,10,1,5173,Москва,Online
1677,313,2023-09-13,8,5,8197,Санкт-Петербург,Online
1678,381,2024-09-07,6,4,2990,Екатеринбург,Online
1679,371,2023-09-03,5,5,35301,Санкт-Петербург,Cash
1680,458,2023-02-01,7,2,3673,Санкт-Петербург,Online
1681,228,2023-09-05,14,4,23402,Санкт-Петербург,Cash
1682,447,2023-06-13,20,5,3213,Санкт-Петербург,Cash
1683,209,2024-06-16,20,1,6044,Екатеринбург,Cash
1684,276,2023-05-04,9,1,8333,Новосибирск,Online
1685,424,2023-03-03,20,5,4438,Казань,Cash
1686,323,2024-10-27,10,1,8044,Екатеринбург,Cash
1687,423,2024-08-16,4,1,23582,Москва,Online
1688,73,2023-09-06,7,2,8264,Екатеринбург,Card
1689,38,2024-04-14,12,3,22038,Екатеринбург,Card
1690,170,2024-04-06,2,3,54884,Казань,Online
1691,268,2023-10-23,17,3,1712,Москва,Card
1692,158,2023-06-12,1,3,83864,Новосибирск,Online
1693,80,2023-05-12,12,3,23061,Санкт-Петербург,Online
1694,15,2023-08-05,7,3,5715,Новосибирск,Cash
1695,370,2024-06-04,12,2,9500,Новосибирск,Cash
1696,80,2024-08-24,3,4,91062,Новосибирск,Cash
1697,87,2024-06-21,9,5,7692,Екатеринбург,Card
1698,176,2023-08-19,4,4,59790,Казань,Card
1699,374,2023-05-03,8,2,6059,Санкт-Петербург,Cash
1700,431,2024-06-20,17,4,599,Санкт-Петербург,Online
1701,51,2023-12-04,4,2,57652,Новосибирск,Card
1702,497,2023-02-27,18,3,1150,Екатеринбург,Online
1703,94,2024-10-28,6,5,5509,Санкт-Петербург,Card
1704,283,2023-10-12,10,4,2159,Москва,Online
1705,156,2023-03-04,4,2,106119,Санкт-Петербург,Card
1706,51,2024-07-03,17,2,4303,Москва,Cash
1707,43,2024-05-02,17,1,4120,Санкт-Петербург,Card
1708,154,2024-08-05,7,5,5022,Москва,Online
1709,302,2024-10-12,18,4,2095,Новосибирск,Cash
1710,253,2024-10-08,17,1,2717,Санкт-Петербург,Cash
1711,154,2023-09-28,2,5,73344,Новосибирск,Card
1712,321,2024-03-26,11,3,17484,Москва,Card
1713,254,2023-06-17,19,4,4354,Санкт-Петербург,Card
1714,176,2024-10-15,6,4,6491,Новосибирск,Card
1715,158,2024-05-28,8,2,3281,Казань,Cash
1716,475,2024-09-16,6,5,3186,Санкт-Петербург,Online
1717,203,2023-06-25,11,2,7288,Санкт-Петербург,Online
1718,305,2024-03-02,14,2,16524,Казань,Card
1719,157,2023-12-08,16,3,1687,Казань,Online
1720,202,2024-03-03,1,3,68944,Москва,Cash
1721,500,2024-04-12,18,1,1646,Казань,Card
